,id,data_inversa,dia_semana,uf,municipio,tipo_acidente,classificacao_acidente,tipo_envolvido,estado_fisico,idade,sexo,feridos_graves,mortos
40,601,02/01/2017,segunda-feira,CE,CHOROZINHO,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
41,601,02/01/2017,segunda-feira,CE,CHOROZINHO,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
42,601,02/01/2017,segunda-feira,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
43,601,02/01/2017,segunda-feira,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
44,601,02/01/2017,segunda-feira,CE,CHOROZINHO,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Leves,30.0,Masculino,0,0
45,601,02/01/2017,segunda-feira,CE,CHOROZINHO,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Leves,30.0,Masculino,0,0
46,601,02/01/2017,segunda-feira,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,30.0,Masculino,0,0
47,601,02/01/2017,segunda-feira,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,30.0,Masculino,0,0
48,643,03/01/2017,terça-feira,CE,UMIRIM,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Leves,52.0,Masculino,0,0
49,643,03/01/2017,terça-feira,CE,UMIRIM,Colisão lateral,Com Vítimas Feridas,Condutor,Lesões Leves,52.0,Masculino,0,0
50,643,03/01/2017,terça-feira,CE,UMIRIM,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Ileso,33.0,Masculino,0,0
51,643,03/01/2017,terça-feira,CE,UMIRIM,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,33.0,Masculino,0,0
52,650,03/01/2017,terça-feira,CE,MILAGRES,Capotamento,Sem Vítimas,Passageiro,Ileso,20.0,Feminino,0,0
53,650,03/01/2017,terça-feira,CE,MILAGRES,Saída de leito carroçável,Sem Vítimas,Passageiro,Ileso,20.0,Feminino,0,0
54,650,03/01/2017,terça-feira,CE,MILAGRES,Colisão lateral,Sem Vítimas,Passageiro,Ileso,20.0,Feminino,0,0
55,650,03/01/2017,terça-feira,CE,MILAGRES,Capotamento,Sem Vítimas,Passageiro,Ileso,14.0,Masculino,0,0
56,650,03/01/2017,terça-feira,CE,MILAGRES,Saída de leito carroçável,Sem Vítimas,Passageiro,Ileso,14.0,Masculino,0,0
57,650,03/01/2017,terça-feira,CE,MILAGRES,Colisão lateral,Sem Vítimas,Passageiro,Ileso,14.0,Masculino,0,0
58,650,03/01/2017,terça-feira,CE,MILAGRES,Capotamento,Sem Vítimas,Passageiro,Ileso,43.0,Masculino,0,0
59,650,03/01/2017,terça-feira,CE,MILAGRES,Saída de leito carroçável,Sem Vítimas,Passageiro,Ileso,43.0,Masculino,0,0
60,650,03/01/2017,terça-feira,CE,MILAGRES,Colisão lateral,Sem Vítimas,Passageiro,Ileso,43.0,Masculino,0,0
61,650,03/01/2017,terça-feira,CE,MILAGRES,Capotamento,Sem Vítimas,Condutor,Ileso,30.0,Masculino,0,0
62,650,03/01/2017,terça-feira,CE,MILAGRES,Saída de leito carroçável,Sem Vítimas,Condutor,Ileso,30.0,Masculino,0,0
63,650,03/01/2017,terça-feira,CE,MILAGRES,Colisão lateral,Sem Vítimas,Condutor,Ileso,30.0,Masculino,0,0
64,650,03/01/2017,terça-feira,CE,MILAGRES,Capotamento,Sem Vítimas,Passageiro,Ileso,26.0,Masculino,0,0
65,650,03/01/2017,terça-feira,CE,MILAGRES,Saída de leito carroçável,Sem Vítimas,Passageiro,Ileso,26.0,Masculino,0,0
66,650,03/01/2017,terça-feira,CE,MILAGRES,Colisão lateral,Sem Vítimas,Passageiro,Ileso,26.0,Masculino,0,0
67,650,03/01/2017,terça-feira,CE,MILAGRES,Capotamento,Sem Vítimas,Condutor,Ileso,27.0,Masculino,0,0
68,650,03/01/2017,terça-feira,CE,MILAGRES,Saída de leito carroçável,Sem Vítimas,Condutor,Ileso,27.0,Masculino,0,0
69,650,03/01/2017,terça-feira,CE,MILAGRES,Colisão lateral,Sem Vítimas,Condutor,Ileso,27.0,Masculino,0,0
70,708,03/01/2017,terça-feira,CE,BOA VIAGEM,Colisão transversal,Sem Vítimas,Condutor,Ileso,49.0,Masculino,0,0
71,718,03/01/2017,terça-feira,CE,CANINDE,Colisão traseira,Sem Vítimas,Condutor,Ileso,29.0,Masculino,0,0
72,718,03/01/2017,terça-feira,CE,CANINDE,Colisão traseira,Sem Vítimas,Condutor,Ileso,19.0,Masculino,0,0
73,873,03/01/2017,terça-feira,CE,SOBRAL,Atropelamento de Animal,Com Vítimas Feridas,Condutor,Lesões Graves,46.0,Masculino,1,0
74,976,04/01/2017,quarta-feira,CE,MARACANAU,Colisão transversal,Com Vítimas Fatais,Condutor,Óbito,40.0,Masculino,0,1
75,976,04/01/2017,quarta-feira,CE,MARACANAU,Colisão transversal,Com Vítimas Fatais,Passageiro,Óbito,18.0,Masculino,0,1
76,976,04/01/2017,quarta-feira,CE,MARACANAU,Colisão transversal,Com Vítimas Fatais,Condutor,Ileso,37.0,Masculino,0,0
77,1002,04/01/2017,quarta-feira,CE,RUSSAS,Colisão com objeto em movimento,Sem Vítimas,Condutor,Ileso,43.0,Masculino,0,0
78,1002,04/01/2017,quarta-feira,CE,RUSSAS,Colisão com objeto em movimento,Sem Vítimas,Condutor,Ileso,43.0,Masculino,0,0
79,1002,04/01/2017,quarta-feira,CE,RUSSAS,Colisão transversal,Sem Vítimas,Condutor,Ileso,43.0,Masculino,0,0
80,1002,04/01/2017,quarta-feira,CE,RUSSAS,Colisão transversal,Sem Vítimas,Condutor,Ileso,43.0,Masculino,0,0
81,1002,04/01/2017,quarta-feira,CE,RUSSAS,Colisão com objeto em movimento,Sem Vítimas,Condutor,Ileso,53.0,Masculino,0,0
82,1002,04/01/2017,quarta-feira,CE,RUSSAS,Colisão com objeto em movimento,Sem Vítimas,Condutor,Ileso,53.0,Masculino,0,0
83,1002,04/01/2017,quarta-feira,CE,RUSSAS,Colisão transversal,Sem Vítimas,Condutor,Ileso,53.0,Masculino,0,0
84,1002,04/01/2017,quarta-feira,CE,RUSSAS,Colisão transversal,Sem Vítimas,Condutor,Ileso,53.0,Masculino,0,0
85,1348,05/01/2017,quinta-feira,CE,FORQUILHA,Atropelamento de Animal,Com Vítimas Feridas,Condutor,Lesões Leves,35.0,Masculino,0,0
86,1348,05/01/2017,quinta-feira,CE,FORQUILHA,Atropelamento de Animal,Com Vítimas Feridas,Passageiro,Lesões Leves,32.0,Feminino,0,0
87,1361,05/01/2017,quinta-feira,CE,SOBRAL,Tombamento,Com Vítimas Feridas,Passageiro,Lesões Leves,25.0,Feminino,0,0
88,1361,05/01/2017,quinta-feira,CE,SOBRAL,Queda de ocupante de veículo,Com Vítimas Feridas,Passageiro,Lesões Leves,25.0,Feminino,0,0
89,1361,05/01/2017,quinta-feira,CE,SOBRAL,Colisão com objeto estático,Com Vítimas Feridas,Passageiro,Lesões Leves,25.0,Feminino,0,0
90,1361,05/01/2017,quinta-feira,CE,SOBRAL,Tombamento,Com Vítimas Feridas,Condutor,Lesões Graves,19.0,Masculino,1,0
91,1361,05/01/2017,quinta-feira,CE,SOBRAL,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Graves,19.0,Masculino,1,0
92,1361,05/01/2017,quinta-feira,CE,SOBRAL,Colisão com objeto estático,Com Vítimas Feridas,Condutor,Lesões Graves,19.0,Masculino,1,0
93,1450,06/01/2017,sexta-feira,CE,FORQUILHA,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,42.0,Feminino,0,0
94,1450,06/01/2017,sexta-feira,CE,FORQUILHA,Colisão lateral,Com Vítimas Feridas,Condutor,Lesões Leves,29.0,Masculino,0,0
95,1621,06/01/2017,sexta-feira,CE,CARIDADE,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,31.0,Masculino,0,0
96,1642,06/01/2017,sexta-feira,CE,FORTALEZA,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,53.0,Masculino,0,0
97,1647,06/01/2017,sexta-feira,CE,CAUCAIA,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,50.0,Masculino,0,0
98,1661,07/01/2017,sábado,CE,ARACATI,Saída de leito carroçável,Sem Vítimas,Condutor,Ileso,25.0,Masculino,0,0
99,1661,07/01/2017,sábado,CE,ARACATI,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,25.0,Masculino,0,0
100,1717,07/01/2017,sábado,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,34.0,Masculino,0,0
101,1717,07/01/2017,sábado,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Graves,28.0,Masculino,1,0
102,1740,07/01/2017,sábado,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,31.0,Feminino,0,0
103,1740,07/01/2017,sábado,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Passageiro,Ileso,2016.0,Feminino,0,0
104,1740,07/01/2017,sábado,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,42.0,Masculino,0,0
105,1824,07/01/2017,sábado,CE,HORIZONTE,Colisão com objeto estático,Sem Vítimas,Condutor,Ileso,45.0,Masculino,0,0
106,1838,07/01/2017,sábado,CE,BREJO SANTO,Capotamento,Sem Vítimas,Condutor,Ileso,66.0,Masculino,0,0
107,1838,07/01/2017,sábado,CE,BREJO SANTO,Colisão com objeto estático,Sem Vítimas,Condutor,Ileso,66.0,Masculino,0,0
108,1838,07/01/2017,sábado,CE,BREJO SANTO,Saída de leito carroçável,Sem Vítimas,Condutor,Ileso,66.0,Masculino,0,0
109,1838,07/01/2017,sábado,CE,BREJO SANTO,Capotamento,Sem Vítimas,Passageiro,Ileso,8.0,Feminino,0,0
110,1838,07/01/2017,sábado,CE,BREJO SANTO,Colisão com objeto estático,Sem Vítimas,Passageiro,Ileso,8.0,Feminino,0,0
111,1838,07/01/2017,sábado,CE,BREJO SANTO,Saída de leito carroçável,Sem Vítimas,Passageiro,Ileso,8.0,Feminino,0,0
112,1838,07/01/2017,sábado,CE,BREJO SANTO,Capotamento,Sem Vítimas,Passageiro,Ileso,13.0,Feminino,0,0
113,1838,07/01/2017,sábado,CE,BREJO SANTO,Colisão com objeto estático,Sem Vítimas,Passageiro,Ileso,13.0,Feminino,0,0
114,1838,07/01/2017,sábado,CE,BREJO SANTO,Saída de leito carroçável,Sem Vítimas,Passageiro,Ileso,13.0,Feminino,0,0
115,1909,07/01/2017,sábado,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
116,1909,07/01/2017,sábado,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
117,1909,07/01/2017,sábado,CE,CAUCAIA,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
118,1909,07/01/2017,sábado,CE,CAUCAIA,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
119,1909,07/01/2017,sábado,CE,CAUCAIA,Colisão frontal,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
120,1909,07/01/2017,sábado,CE,CAUCAIA,Colisão frontal,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
121,1909,07/01/2017,sábado,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Graves,35.0,Masculino,1,0
122,1909,07/01/2017,sábado,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Graves,35.0,Masculino,1,0
123,1909,07/01/2017,sábado,CE,CAUCAIA,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Graves,35.0,Masculino,1,0
124,1909,07/01/2017,sábado,CE,CAUCAIA,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Graves,35.0,Masculino,1,0
125,1909,07/01/2017,sábado,CE,CAUCAIA,Colisão frontal,Com Vítimas Feridas,Condutor,Lesões Graves,35.0,Masculino,1,0
126,1909,07/01/2017,sábado,CE,CAUCAIA,Colisão frontal,Com Vítimas Feridas,Condutor,Lesões Graves,35.0,Masculino,1,0
127,2019,08/01/2017,domingo,CE,ARACATI,Saída de leito carroçável,Sem Vítimas,Condutor,Ileso,35.0,Masculino,0,0
128,2134,08/01/2017,domingo,CE,AQUIRAZ,Capotamento,Com Vítimas Feridas,Passageiro,Lesões Leves,40.0,Feminino,0,0
129,2134,08/01/2017,domingo,CE,AQUIRAZ,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,40.0,Feminino,0,0
130,2134,08/01/2017,domingo,CE,AQUIRAZ,Capotamento,Com Vítimas Feridas,Condutor,Ileso,36.0,Masculino,0,0
131,2134,08/01/2017,domingo,CE,AQUIRAZ,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,36.0,Masculino,0,0
132,2134,08/01/2017,domingo,CE,AQUIRAZ,Capotamento,Com Vítimas Feridas,Condutor,Lesões Leves,27.0,Feminino,0,0
133,2134,08/01/2017,domingo,CE,AQUIRAZ,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,27.0,Feminino,0,0
134,2157,08/01/2017,domingo,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Graves,28.0,Masculino,1,0
135,2157,08/01/2017,domingo,CE,CAUCAIA,Atropelamento de Pedestre,Com Vítimas Feridas,Condutor,Lesões Graves,28.0,Masculino,1,0
136,2157,08/01/2017,domingo,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Pedestre,Lesões Leves,55.0,Masculino,0,0
137,2157,08/01/2017,domingo,CE,CAUCAIA,Atropelamento de Pedestre,Com Vítimas Feridas,Pedestre,Lesões Leves,55.0,Masculino,0,0
138,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Passageiro,Ileso,34.0,Masculino,0,0
139,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Passageiro,Ileso,34.0,Masculino,0,0
140,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,34.0,Masculino,0,0
141,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,34.0,Masculino,0,0
142,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Passageiro,Ileso,40.0,Masculino,0,0
143,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Passageiro,Ileso,40.0,Masculino,0,0
144,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Passageiro,Ileso,28.0,Masculino,0,0
145,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Passageiro,Ileso,28.0,Masculino,0,0
146,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Condutor,Lesões Leves,28.0,Masculino,0,0
147,2184,08/01/2017,domingo,CE,ITAPAJE,Colisão lateral,Com Vítimas Feridas,Condutor,Lesões Leves,28.0,Masculino,0,0
148,2185,08/01/2017,domingo,CE,FORTALEZA,Colisão com objeto estático,Com Vítimas Feridas,Condutor,Lesões Leves,49.0,Masculino,0,0
149,2193,08/01/2017,domingo,CE,CAUCAIA,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,24.0,Masculino,0,0
150,2379,09/01/2017,segunda-feira,CE,CANINDE,Colisão frontal,Com Vítimas Feridas,Condutor,Lesões Leves,24.0,Masculino,0,0
151,2379,09/01/2017,segunda-feira,CE,CANINDE,Colisão frontal,Com Vítimas Feridas,Condutor,Ileso,38.0,Masculino,0,0
152,2501,09/01/2017,segunda-feira,CE,OCARA,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,63.0,Masculino,0,0
153,2518,09/01/2017,segunda-feira,CE,CARIDADE,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,37.0,Masculino,0,0
154,2575,10/01/2017,terça-feira,CE,ALTO SANTO,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,42.0,Masculino,0,0
155,2722,10/01/2017,terça-feira,CE,RUSSAS,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,33.0,Masculino,0,0
156,2724,10/01/2017,terça-feira,CE,RUSSAS,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,30.0,Masculino,0,0
157,3056,12/01/2017,quinta-feira,CE,FORTALEZA,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,49.0,Masculino,0,0
158,3089,12/01/2017,quinta-feira,CE,MARACANAU,Colisão lateral,Com Vítimas Feridas,Condutor,Lesões Leves,20.0,Masculino,0,0
159,3219,12/01/2017,quinta-feira,CE,SAO LUIS DO CURU,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,42.0,Masculino,0,0
160,3219,12/01/2017,quinta-feira,CE,SAO LUIS DO CURU,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,34.0,Masculino,0,0
161,3219,12/01/2017,quinta-feira,CE,SAO LUIS DO CURU,Colisão lateral,Com Vítimas Feridas,Passageiro,Lesões Leves,23.0,Masculino,0,0
162,3279,13/01/2017,sexta-feira,CE,CHOROZINHO,Atropelamento de Animal,Com Vítimas Feridas,Condutor,Lesões Graves,33.0,Masculino,1,0
163,3279,13/01/2017,sexta-feira,CE,CHOROZINHO,Atropelamento de Animal,Com Vítimas Feridas,Condutor,Ileso,32.0,Masculino,0,0
164,3283,13/01/2017,sexta-feira,CE,ALTO SANTO,Colisão com objeto estático,Sem Vítimas,Condutor,Ileso,55.0,Masculino,0,0
165,3283,13/01/2017,sexta-feira,CE,ALTO SANTO,Tombamento,Sem Vítimas,Condutor,Ileso,55.0,Masculino,0,0
166,3313,13/01/2017,sexta-feira,CE,ITAITINGA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Leves,33.0,Masculino,0,0
167,3319,13/01/2017,sexta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,55.0,Masculino,0,0
168,3319,13/01/2017,sexta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,46.0,Masculino,0,0
169,3319,13/01/2017,sexta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,37.0,Masculino,0,0
170,3349,13/01/2017,sexta-feira,CE,TIANGUA,Colisão com objeto estático,Sem Vítimas,Condutor,Ileso,45.0,Masculino,0,0
171,3439,13/01/2017,sexta-feira,CE,PACAJUS,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,30.0,Masculino,0,0
172,3442,13/01/2017,sexta-feira,CE,MARACANAU,Colisão frontal,Com Vítimas Feridas,Condutor,Lesões Graves,22.0,Masculino,1,0
173,3442,13/01/2017,sexta-feira,CE,MARACANAU,Colisão frontal,Com Vítimas Feridas,Condutor,Ileso,32.0,Masculino,0,0
174,3442,13/01/2017,sexta-feira,CE,MARACANAU,Colisão frontal,Com Vítimas Feridas,Passageiro,Ileso,26.0,Masculino,0,0
175,3462,13/01/2017,sexta-feira,CE,PACAJUS,Colisão traseira,Sem Vítimas,Condutor,Ileso,52.0,Masculino,0,0
176,3462,13/01/2017,sexta-feira,CE,PACAJUS,Colisão traseira,Sem Vítimas,Condutor,Ileso,50.0,Masculino,0,0
177,3462,13/01/2017,sexta-feira,CE,PACAJUS,Colisão traseira,Sem Vítimas,Condutor,Ileso,46.0,Masculino,0,0
178,3543,13/01/2017,sexta-feira,CE,CANINDE,Atropelamento de Animal,Sem Vítimas,Condutor,Ileso,39.0,Masculino,0,0
179,3625,14/01/2017,sábado,CE,SAO GONCALO DO AMARANTE,Capotamento,Sem Vítimas,Condutor,Ileso,27.0,Masculino,0,0
180,3625,14/01/2017,sábado,CE,SAO GONCALO DO AMARANTE,Colisão com objeto estático,Sem Vítimas,Condutor,Ileso,27.0,Masculino,0,0
181,3803,14/01/2017,sábado,CE,CAUCAIA,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,34.0,Masculino,0,0
182,3803,14/01/2017,sábado,CE,CAUCAIA,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,56.0,Feminino,0,0
183,3837,14/01/2017,sábado,CE,CARIDADE,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Leves,41.0,Masculino,0,0
184,3837,14/01/2017,sábado,CE,CARIDADE,Saída de leito carroçável,Com Vítimas Feridas,Passageiro,Lesões Leves,11.0,Masculino,0,0
185,3837,14/01/2017,sábado,CE,CARIDADE,Saída de leito carroçável,Com Vítimas Feridas,Passageiro,Lesões Leves,11.0,Masculino,0,0
186,3856,14/01/2017,sábado,CE,CARIDADE,Tombamento,Com Vítimas Feridas,Passageiro,Ileso,25.0,Masculino,0,0
187,3856,14/01/2017,sábado,CE,CARIDADE,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,27.0,Masculino,0,0
188,3880,15/01/2017,domingo,CE,CAUCAIA,Saída de leito carroçável,Com Vítimas Fatais,Condutor,Lesões Leves,18.0,Masculino,0,0
189,3880,15/01/2017,domingo,CE,CAUCAIA,Saída de leito carroçável,Com Vítimas Fatais,Condutor,Lesões Leves,18.0,Masculino,0,0
190,3880,15/01/2017,domingo,CE,CAUCAIA,Colisão com objeto estático,Com Vítimas Fatais,Condutor,Lesões Leves,18.0,Masculino,0,0
